metric,control_mean,treatment_mean,effect,relative_lift_pct,ci_low,ci_high,p_value
purchased,0.36488202660249985,0.3958374891947603,0.030955462592260452,8.483690709705233,0.019973530266397026,0.04193739491812388,3.299078632501562e-08
orders,0.493750417752824,0.5712480883037436,0.0774976705509196,15.695717464631219,0.059798537557215745,0.09519680354462347,0.0
revenue,27.226015640665732,31.51286322228871,4.286847581622979,15.74540923725906,3.25934583125105,5.314349331994908,2.220446049250313e-16
engaged_7d,0.5232270570149055,0.5909967418046412,0.06776968478973577,12.952251585835933,0.05655322857798274,0.0789861410014888,0.0
refund,0.020921061426375242,0.021145022940355078,0.00022396151397983607,1.0705074155438745,-0.003023719558720357,0.0034716425866800293,0.8924834261993371
support_contact,0.07579707238820935,0.0794600704834098,0.0036629980952004593,4.832637963165262,-0.00239295815034477,0.009718954340745689,0.23581067090065577
